ID,Educacion,Sexo,Tipo_Empleo,Experiencia,Estado_civil,Edad,Utilizacion_tarjetas,Numero_entidades,Default
Cid02016,Estudios Universitarios,F,Trabajador Pago Planilla,76,Soltero,30,29,3,0
Cid02017,Estudios Tecnicos,M,Trabajador Pago Planilla,22,Soltero,30,5,5 o +,0
Cid02018,Estudios Tecnicos,F,Trabajador Pago Planilla,67,Soltero,30,4,5 o +,0
Cid02019,Estudios Universitarios,M,Recibo por Honorarios,76,Union Libre,30,24,1,0
Cid02020,Estudios Tecnicos,F,Trabajador Pago Planilla,64,Soltero,30,0,3,0
Cid02021,Estudios Universitarios,F,Trabajador Pago Planilla,40,Soltero,30,8,5 o +,0
Cid02022,Estudios Universitarios,F,Emprendedor,153,Divorciado,30,37,2,0
Cid02023,Estudios Universitarios,M,Trabajador Pago Planilla,30,Soltero,30,0,3,0
Cid02024,Estudios Universitarios,F,Trabajador Pago Planilla,62,Soltero,30,0,2,0
Cid02025,Estudios Universitarios,F,Recibo por Honorarios,43,Soltero,30,0,1,0
Cid02026,Estudios Tecnicos,F,Recibo por Honorarios,14,Casado,30,5,1,0
Cid02027,Estudios Tecnicos,M,Trabajador Pago Planilla,46,Soltero,30,100,5 o +,1
Cid02028,Estudios Escolares,F,Trabajador Pago Planilla,11,Soltero,30,68,5 o +,1
Cid02029,Estudios Universitarios,M,Recibo por Honorarios,116,Union Libre,30,93,4,0
Cid02030,Estudios Tecnicos,M,Trabajador Pago Planilla,19,Soltero,30,41,3,1
Cid02031,Estudios Universitarios,F,Trabajador Pago Planilla,21,Soltero,30,38,3,0
Cid02032,Estudios Tecnicos,M,Trabajador Pago Planilla,63,Casado,30,27,4,1
Cid02033,Estudios Universitarios,F,Trabajador Pago Planilla,42,Soltero,30,34,3,0
Cid02034,Estudios Universitarios,F,Trabajador Pago Planilla,33,Soltero,30,36,5 o +,0
Cid02035,Estudios Tecnicos,M,Trabajador Pago Planilla,39,Union Libre,30,17,5 o +,0
Cid02036,Estudios Universitarios,F,Trabajador Pago Planilla,85,Soltero,30,12,3,0
Cid02037,Estudios Tecnicos,M,Fuerzas Armadas,51,Soltero,30,8,2,0
Cid02038,Estudios Universitarios,M,Trabajador Pago Planilla,95,Casado,30,0,4,0
Cid02039,Estudios Universitarios,F,Trabajador Pago Planilla,30,Soltero,30,6,2,0
Cid02040,Estudios Universitarios,M,Trabajador Pago Planilla,154,Casado,30,1,3,0
Cid02041,Estudios Tecnicos,M,Fuerzas Armadas,32,Soltero,30,95,5 o +,1
Cid02042,Estudios Tecnicos,M,Trabajador Pago Planilla,46,Soltero,30,108,5 o +,0
Cid02043,Estudios Tecnicos,F,Informal,46,Soltero,30,52,3,0
Cid02044,Estudios Universitarios,M,Recibo por Honorarios,23,Union Libre,30,38,4,0
Cid02045,Estudios Tecnicos,M,Trabajador Pago Planilla,8,Soltero,30,31,2,0
Cid02046,Estudios Tecnicos,M,Informal,145,Casado,30,39,4,0
Cid02047,Estudios Universitarios,M,Trabajador Pago Planilla,22,Soltero,30,35,4,0
Cid02048,Estudios Universitarios,F,Informal,98,Union Libre,30,43,3,0
Cid02049,Estudios Universitarios,F,Trabajador Pago Planilla,46,Soltero,30,44,3,0
Cid02050,Estudios Escolares,M,Informal,127,Soltero,30,26,5 o +,1
Cid02051,Estudios Tecnicos,M,Trabajador Pago Planilla,68,Union Libre,30,25,3,0
Cid02052,Estudios Universitarios,F,Trabajador Pago Planilla,101,Soltero,30,52,5 o +,1
Cid02053,Estudios Universitarios,M,Trabajador Pago Planilla,52,Union Libre,30,24,4,0
Cid02054,Estudios Tecnicos,M,Trabajador Pago Planilla,82,Soltero,30,0,5 o +,0
Cid02055,Estudios Tecnicos,F,Trabajador Pago Planilla,35,Soltero,30,27,3,0
Cid02056,Estudios Universitarios,F,Trabajador Pago Planilla,52,Soltero,30,18,3,0
Cid02057,Estudios Tecnicos,M,Trabajador Pago Planilla,22,Union Libre,30,0,5 o +,0
Cid02058,Estudios Universitarios,M,Trabajador Pago Planilla,25,Soltero,30,1,3,0
Cid02059,Estudios Tecnicos,M,Trabajador Pago Planilla,38,Union Libre,30,0,4,0
Cid02060,Estudios Universitarios,F,Trabajador Pago Planilla,10,Casado,30,0,5 o +,0
Cid02061,Estudios Tecnicos,F,Trabajador Pago Planilla,37,Soltero,30,0,5 o +,0
Cid02062,Estudios Universitarios,M,Trabajador Pago Planilla,60,Casado,30,3,4,0
Cid02063,Estudios Universitarios,F,Trabajador Pago Planilla,99,Soltero,30,15,2,0
Cid02064,Estudios Universitarios,F,Trabajador Pago Planilla,17,Soltero,30,0,3,0
Cid02065,Estudios Universitarios,F,Trabajador Pago Planilla,66,Soltero,30,10,3,0
Cid02066,Estudios Universitarios,F,Trabajador Pago Planilla,22,Soltero,30,10,2,0
Cid02067,Estudios Universitarios,M,Emprendedor,107,Casado,30,0,5 o +,0
Cid02068,Estudios Universitarios,F,Trabajador Pago Planilla,33,Soltero,30,97,5 o +,1
Cid02069,Estudios Escolares,M,Trabajador Pago Planilla,19,Soltero,30,70,5 o +,0
Cid02070,Estudios Universitarios,M,Trabajador Pago Planilla,48,Soltero,30,74,4,0
Cid02071,Estudios Universitarios,M,Trabajador Pago Planilla,34,Soltero,30,49,4,0
Cid02072,Estudios Universitarios,M,Informal,48,Soltero,30,32,3,0
Cid02073,Estudios Tecnicos,F,Emprendedor,61,Casado,30,45,5 o +,0
Cid02074,Estudios Tecnicos,F,Trabajador Pago Planilla,155,Soltero,30,45,3,0
Cid02075,Estudios Universitarios,F,Trabajador Pago Planilla,36,Casado,30,73,5 o +,1
Cid02076,Estudios Tecnicos,M,Trabajador Pago Planilla,132,Casado,30,32,4,0
Cid02077,Estudios Tecnicos,M,Emprendedor,19,Soltero,30,16,3,0
Cid02078,Estudios Universitarios,F,Recibo por Honorarios,46,Soltero,30,2,5 o +,0
Cid02079,Estudios Universitarios,F,Trabajador Pago Planilla,19,Casado,30,26,3,0
Cid02080,Estudios Universitarios,F,Recibo por Honorarios,9,Soltero,30,8,4,0
Cid02081,Estudios Universitarios,F,Trabajador Pago Planilla,13,Soltero,30,20,4,0
Cid02082,Estudios Universitarios,F,Trabajador Pago Planilla,7,Soltero,30,0,5 o +,0
Cid02083,Estudios Universitarios,F,Trabajador Pago Planilla,19,Soltero,30,6,4,0
Cid02084,Estudios Universitarios,M,Trabajador Pago Planilla,10,Soltero,30,0,3,0
Cid02085,Estudios Universitarios,F,Trabajador Pago Planilla,23,Casado,30,10,5 o +,0
Cid02086,Estudios Universitarios,M,Trabajador Pago Planilla,38,Casado,30,0,3,0
Cid02087,Estudios Tecnicos,M,Trabajador Pago Planilla,60,Soltero,30,5,2,0
Cid02088,Estudios Tecnicos,M,Informal,45,Soltero,30,88,5 o +,0
Cid02089,Estudios Universitarios,M,Trabajador Pago Planilla,7,Soltero,30,54,4,1
Cid02090,Estudios Tecnicos,M,Trabajador Pago Planilla,36,Soltero,30,70,3,1
Cid02091,Estudios Universitarios,F,Recibo por Honorarios,13,Soltero,30,80,5 o +,0
Cid02092,Estudios Escolares,M,Trabajador Pago Planilla,118,Union Libre,30,18,5 o +,0
Cid02093,Estudios Universitarios,F,Trabajador Pago Planilla,8,Soltero,30,31,5 o +,0
Cid02094,Estudios Universitarios,M,Informal,141,Soltero,30,0,3,0
Cid02095,Estudios Universitarios,M,Informal,39,Soltero,30,7,5 o +,1
Cid02096,Estudios Tecnicos,F,Emprendedor,46,Soltero,30,3,3,0
Cid02097,Estudios Universitarios,M,Trabajador Pago Planilla,17,Soltero,30,0,5 o +,0
Cid02098,Estudios Universitarios,F,Trabajador Pago Planilla,26,Soltero,30,6,4,0
Cid02099,Estudios Universitarios,F,Trabajador Pago Planilla,45,Soltero,30,0,3,0
Cid02100,Estudios Universitarios,M,Fuerzas Armadas,136,Soltero,30,6,4,0
Cid02101,Estudios Universitarios,M,Trabajador Pago Planilla,60,Union Libre,30,0,4,0
Cid02102,Estudios Universitarios,F,Trabajador Pago Planilla,20,Soltero,30,0,4,0
Cid02103,Estudios Universitarios,F,Trabajador Pago Planilla,38,Union Libre,30,0,5 o +,0
Cid02104,Estudios Universitarios,F,Trabajador Pago Planilla,36,Soltero,30,2,3,0
Cid02105,Estudios Escolares,F,Trabajador Pago Planilla,38,Soltero,30,92,5 o +,0
Cid02106,Estudios Tecnicos,M,Informal,149,Soltero,30,97,3,0
Cid02107,Estudios Universitarios,M,Informal,46,Soltero,30,90,4,1
Cid02108,Estudios Tecnicos,M,Trabajador Pago Planilla,62,Union Libre,30,61,4,1
Cid02109,Estudios Tecnicos,M,Trabajador Pago Planilla,21,Soltero,30,77,4,0
Cid02110,Estudios Tecnicos,F,Trabajador Pago Planilla,107,Union Libre,30,69,5 o +,1
Cid02111,Estudios Universitarios,M,Trabajador Pago Planilla,8,Casado,30,74,3,0
Cid02112,Estudios Tecnicos,M,Trabajador Pago Planilla,152,Soltero,30,52,3,1
Cid02113,Estudios Universitarios,F,Trabajador Pago Planilla,44,Union Libre,30,53,5 o +,0
Cid02114,Estudios Universitarios,F,Trabajador Pago Planilla,16,Union Libre,30,81,4,0
Cid02115,Estudios Tecnicos,F,Trabajador Pago Planilla,45,Soltero,30,32,5 o +,0
Cid02116,Estudios Escolares,F,Recibo por Honorarios,42,Soltero,30,23,2,1
Cid02117,Estudios Escolares,F,Trabajador Pago Planilla,17,Soltero,30,20,3,0
Cid02118,Estudios Universitarios,M,Trabajador Pago Planilla,105,Soltero,30,17,4,0
Cid02119,Estudios Universitarios,M,Recibo por Honorarios,32,Soltero,30,9,3,0
Cid02120,Estudios Universitarios,M,Trabajador Pago Planilla,39,Soltero,30,0,4,0
Cid02121,Estudios Universitarios,M,Recibo por Honorarios,45,Soltero,30,4,4,0
Cid02122,Estudios Tecnicos,M,Trabajador Pago Planilla,82,Casado,30,22,1,0
Cid02123,Estudios Universitarios,F,Trabajador Pago Planilla,115,Soltero,30,0,3,0
Cid02124,Estudios Tecnicos,F,Informal,42,Soltero,30,4,1,0
Cid02125,Estudios Universitarios,M,Trabajador Pago Planilla,8,Soltero,30,0,5 o +,0
Cid02126,Estudios Universitarios,F,Trabajador Pago Planilla,24,Casado,30,0,5 o +,0
Cid02127,Estudios Tecnicos,F,Recibo por Honorarios,17,Soltero,30,82,5 o +,1
Cid02128,Estudios Universitarios,M,Emprendedor,95,Soltero,30,95,5 o +,0
Cid02129,Estudios Universitarios,F,Recibo por Honorarios,82,Divorciado,30,100,5 o +,0
Cid02130,Estudios Escolares,F,Emprendedor,37,Soltero,30,52,5 o +,0
Cid02131,Estudios Tecnicos,F,Trabajador Pago Planilla,8,Soltero,30,49,3,0
Cid02132,Estudios Tecnicos,F,Fuerzas Armadas,87,Soltero,30,51,5 o +,0
Cid02133,Estudios Universitarios,M,Trabajador Pago Planilla,6,Casado,30,81,2,0
Cid02134,Estudios Tecnicos,M,Informal,46,Union Libre,30,15,5 o +,0
Cid02135,Estudios Universitarios,M,Trabajador Pago Planilla,34,Soltero,30,49,4,0
Cid02136,Estudios Tecnicos,M,Informal,59,Union Libre,30,30,4,1
Cid02137,Estudios Universitarios,F,Recibo por Honorarios,27,Soltero,30,30,4,0
Cid02138,Estudios Tecnicos,F,Emprendedor,29,Union Libre,30,27,5 o +,0
Cid02139,Estudios Universitarios,M,Trabajador Pago Planilla,39,Casado,30,39,5 o +,0
Cid02140,Estudios Tecnicos,M,Trabajador Pago Planilla,144,Casado,30,18,4,1
Cid02141,Estudios Tecnicos,M,Trabajador Pago Planilla,41,Soltero,30,0,5 o +,0
Cid02142,Estudios Universitarios,F,Trabajador Pago Planilla,6,Casado,30,28,4,0
Cid02143,Estudios Universitarios,M,Recibo por Honorarios,83,Union Libre,30,10,5 o +,0
Cid02144,Estudios Universitarios,F,Trabajador Pago Planilla,6,Casado,30,36,1,1
Cid02145,Estudios Universitarios,F,Trabajador Pago Planilla,99,Casado,30,0,5 o +,0
Cid02146,Estudios Universitarios,F,Trabajador Pago Planilla,52,Soltero,30,3,3,0
Cid02147,Estudios Tecnicos,M,Trabajador Pago Planilla,56,Union Libre,30,92,5 o +,0
Cid02148,Estudios Universitarios,F,Trabajador Pago Planilla,10,Union Libre,30,65,4,0
Cid02149,Estudios Tecnicos,M,Informal,46,Casado,30,20,3,0
Cid02150,Estudios Universitarios,F,Emprendedor,105,Casado,30,61,3,1
Cid02151,Estudios Universitarios,F,Trabajador Pago Planilla,21,Casado,30,74,2,0
Cid02152,Estudios Universitarios,M,Recibo por Honorarios,69,Casado,30,37,4,0
Cid02153,Estudios Escolares,M,Trabajador Pago Planilla,68,Union Libre,30,5,3,0
Cid02154,Estudios Escolares,M,Trabajador Pago Planilla,52,Soltero,30,4,5 o +,0
Cid02155,Estudios Universitarios,F,Trabajador Pago Planilla,55,Soltero,30,0,5 o +,0
Cid02156,Estudios Tecnicos,F,Trabajador Pago Planilla,100,Soltero,30,8,4,0
Cid02157,Estudios Universitarios,F,Trabajador Pago Planilla,31,Soltero,30,0,5 o +,0
Cid02158,Estudios Universitarios,M,Trabajador Pago Planilla,140,Casado,30,0,5 o +,1
Cid02159,Estudios Universitarios,M,Trabajador Pago Planilla,7,Casado,30,2,3,0
Cid02160,Estudios Tecnicos,F,Emprendedor,62,Soltero,30,91,4,0
Cid02161,Estudios Universitarios,M,Trabajador Pago Planilla,47,Soltero,30,93,4,0
Cid02162,Estudios Universitarios,F,Informal,86,Soltero,30,74,5 o +,0
Cid02163,Estudios Tecnicos,F,Informal,181,Union Libre,30,80,5 o +,0
Cid02164,Estudios Universitarios,M,Trabajador Pago Planilla,16,Soltero,30,65,2,0
Cid02165,Estudios Universitarios,M,Trabajador Pago Planilla,52,Soltero,30,42,4,0
Cid02166,Estudios Tecnicos,M,Trabajador Pago Planilla,18,Soltero,30,22,3,1
Cid02167,Estudios Tecnicos,M,Trabajador Pago Planilla,94,Casado,30,28,3,0
Cid02168,Estudios Tecnicos,F,Recibo por Honorarios,37,Soltero,30,15,4,0
Cid02169,Estudios Tecnicos,M,Trabajador Pago Planilla,12,Soltero,30,0,5 o +,0
Cid02170,Estudios Universitarios,M,Trabajador Pago Planilla,38,Casado,30,23,3,1
Cid02171,Estudios Tecnicos,M,Fuerzas Armadas,86,Casado,30,17,5 o +,0
Cid02172,Estudios Universitarios,M,Trabajador Pago Planilla,14,Soltero,30,17,3,1
Cid02173,Estudios Tecnicos,F,Trabajador Pago Planilla,69,Casado,30,0,5 o +,0
Cid02174,Estudios Escolares,M,Trabajador Pago Planilla,37,Casado,30,8,2,0
Cid02175,Estudios Universitarios,M,Trabajador Pago Planilla,70,Soltero,30,3,5 o +,0
Cid02176,Estudios Tecnicos,M,Trabajador Pago Planilla,135,Casado,30,0,5 o +,0
Cid02177,Estudios Universitarios,F,Trabajador Pago Planilla,60,Soltero,30,0,4,0
Cid02178,Estudios Universitarios,M,Trabajador Pago Planilla,71,Casado,30,3,4,0
Cid02179,Estudios Universitarios,F,Trabajador Pago Planilla,37,Soltero,30,96,5 o +,0
Cid02180,Estudios Universitarios,F,Trabajador Pago Planilla,48,Soltero,30,95,5 o +,1
Cid02181,Estudios Tecnicos,M,Trabajador Pago Planilla,10,Casado,30,60,4,1
Cid02182,Estudios Universitarios,M,Informal,25,Soltero,30,52,4,0
Cid02183,Estudios Tecnicos,M,Recibo por Honorarios,36,Soltero,30,30,4,0
Cid02184,Estudios Universitarios,F,Trabajador Pago Planilla,140,Divorciado,30,100,5 o +,1
Cid02185,Estudios Universitarios,F,Trabajador Pago Planilla,25,Soltero,30,73,5 o +,1
Cid02186,Estudios Tecnicos,F,Informal,67,Soltero,30,13,5 o +,0
Cid02187,Estudios Universitarios,F,Trabajador Pago Planilla,39,Soltero,30,24,5 o +,0
Cid02188,Estudios Universitarios,M,Fuerzas Armadas,145,Casado,30,43,4,0
Cid02189,Estudios Universitarios,F,Trabajador Pago Planilla,106,Union Libre,30,61,3,0
Cid02190,Estudios Tecnicos,F,Trabajador Pago Planilla,19,Soltero,30,0,5 o +,0
Cid02191,Estudios Universitarios,M,Trabajador Pago Planilla,23,Soltero,30,18,2,0
Cid02192,Estudios Universitarios,F,Informal,40,Soltero,30,25,2,0
Cid02193,Estudios Universitarios,F,Trabajador Pago Planilla,10,Union Libre,30,16,5 o +,0
Cid02194,Estudios Universitarios,F,Recibo por Honorarios,59,Casado,30,36,4,0
Cid02195,Estudios Universitarios,F,Trabajador Pago Planilla,23,Soltero,30,7,4,0
Cid02196,Estudios Universitarios,F,Trabajador Pago Planilla,14,Soltero,30,0,5 o +,0
Cid02197,Estudios Tecnicos,M,Trabajador Pago Planilla,100,Casado,30,1,2,0
Cid02198,Estudios Universitarios,M,Recibo por Honorarios,119,Soltero,30,10,1,0
Cid02199,Estudios Universitarios,F,Trabajador Pago Planilla,10,Soltero,30,0,4,0
Cid02200,Estudios Tecnicos,F,Trabajador Pago Planilla,11,Union Libre,30,1,2,0
Cid02201,Estudios Escolares,F,Trabajador Pago Planilla,57,Soltero,30,0,1,0
Cid02202,Estudios Tecnicos,M,Recibo por Honorarios,71,Soltero,30,8,1,0
Cid02203,Estudios Universitarios,F,Recibo por Honorarios,150,Casado,30,14,2,0
Cid02204,Estudios Escolares,F,Trabajador Pago Planilla,10,Soltero,30,74,5 o +,0
Cid02205,Estudios Universitarios,F,Trabajador Pago Planilla,32,Soltero,30,59,5 o +,0
Cid02206,Estudios Tecnicos,M,Trabajador Pago Planilla,6,Soltero,30,42,3,1
Cid02207,Estudios Universitarios,F,Trabajador Pago Planilla,47,Soltero,30,63,4,0
Cid02208,Estudios Tecnicos,F,Trabajador Pago Planilla,175,Soltero,30,47,5 o +,0
Cid02209,Estudios Universitarios,F,Trabajador Pago Planilla,11,Casado,30,28,4,0
Cid02210,Estudios Tecnicos,M,Trabajador Pago Planilla,28,Soltero,30,18,2,0
Cid02211,Estudios Tecnicos,M,Trabajador Pago Planilla,18,Union Libre,30,5,3,0
Cid02212,Estudios Tecnicos,M,Trabajador Pago Planilla,31,Soltero,30,2,5 o +,0
Cid02213,Estudios Universitarios,M,Trabajador Pago Planilla,50,Soltero,30,19,1,0
Cid02214,Estudios Universitarios,F,Trabajador Pago Planilla,10,Soltero,30,0,5 o +,0
Cid02215,Estudios Tecnicos,F,Trabajador Pago Planilla,70,Union Libre,30,0,5 o +,0
Cid02216,Estudios Universitarios,M,Trabajador Pago Planilla,26,Soltero,30,13,4,1
Cid02217,Estudios Tecnicos,M,Trabajador Pago Planilla,131,Union Libre,30,0,3,0
Cid02218,Estudios Tecnicos,F,Emprendedor,20,Soltero,30,2,5 o +,0
Cid02219,Estudios Universitarios,M,Trabajador Pago Planilla,59,Union Libre,30,0,3,0
Cid02220,Estudios Universitarios,F,Trabajador Pago Planilla,28,Soltero,30,0,5 o +,0
Cid02221,Estudios Tecnicos,F,Recibo por Honorarios,59,Soltero,30,2,2,0
Cid02222,Estudios Universitarios,M,Trabajador Pago Planilla,45,Casado,30,1,5 o +,0
Cid02223,Estudios Universitarios,M,Trabajador Pago Planilla,29,Soltero,30,24,1,0
Cid02224,Estudios Universitarios,F,Trabajador Pago Planilla,55,Soltero,30,3,3,0
Cid02225,Estudios Universitarios,F,Trabajador Pago Planilla,54,Casado,30,9,4,0
Cid02226,Estudios Universitarios,M,Trabajador Pago Planilla,53,Soltero,30,83,4,0
Cid02227,Estudios Tecnicos,F,Informal,60,Soltero,30,59,5 o +,0
Cid02228,Estudios Tecnicos,M,Trabajador Pago Planilla,22,Union Libre,30,72,4,0
Cid02229,Estudios Universitarios,M,Trabajador Pago Planilla,28,Soltero,30,73,4,0
Cid02230,Estudios Tecnicos,M,Trabajador Pago Planilla,143,Soltero,30,48,4,1
Cid02231,Estudios Tecnicos,M,Trabajador Pago Planilla,64,Soltero,30,32,5 o +,1
Cid02232,Estudios Universitarios,M,Recibo por Honorarios,27,Soltero,30,30,5 o +,0
Cid02233,Estudios Tecnicos,M,Trabajador Pago Planilla,95,Casado,30,59,2,0
Cid02234,Estudios Tecnicos,F,Trabajador Pago Planilla,23,Union Libre,30,63,2,0
Cid02235,Estudios Universitarios,F,Informal,95,Soltero,30,29,5 o +,1
Cid02236,Estudios Tecnicos,M,Emprendedor,12,Soltero,30,13,5 o +,0
Cid02237,Estudios Universitarios,F,Trabajador Pago Planilla,33,Union Libre,30,51,4,0
Cid02238,Estudios Universitarios,F,Trabajador Pago Planilla,117,Casado,30,70,4,0
Cid02239,Estudios Universitarios,F,Trabajador Pago Planilla,65,Soltero,30,46,3,0
Cid02240,Estudios Tecnicos,F,Informal,61,Soltero,30,16,4,0
Cid02241,Estudios Universitarios,M,Trabajador Pago Planilla,50,Soltero,30,15,4,0
Cid02242,Estudios Tecnicos,F,Trabajador Pago Planilla,67,Soltero,30,16,3,0
Cid02243,Estudios Universitarios,F,Trabajador Pago Planilla,6,Soltero,30,21,3,0
Cid02244,Estudios Escolares,M,Trabajador Pago Planilla,123,Soltero,30,0,5 o +,0
Cid02245,Estudios Escolares,M,Trabajador Pago Planilla,36,Casado,30,21,2,0
Cid02246,Estudios Universitarios,F,Trabajador Pago Planilla,16,Soltero,30,14,4,1
Cid02247,Estudios Universitarios,F,Trabajador Pago Planilla,83,Soltero,30,12,4,0
Cid02248,Estudios Universitarios,F,Trabajador Pago Planilla,9,Soltero,30,0,5 o +,0
Cid02249,Estudios Universitarios,F,Trabajador Pago Planilla,16,Soltero,30,15,4,0
Cid02250,Estudios Tecnicos,F,Trabajador Pago Planilla,26,Soltero,30,0,5 o +,0
Cid02251,Estudios Universitarios,M,Emprendedor,71,Casado,30,1,5 o +,0
Cid02252,Estudios Universitarios,M,Trabajador Pago Planilla,8,Soltero,30,2,2,0
Cid02253,Estudios Universitarios,F,Trabajador Pago Planilla,34,Union Libre,30,0,5 o +,0
Cid02254,Estudios Universitarios,F,Trabajador Pago Planilla,8,Soltero,30,98,5 o +,1
Cid02255,Estudios Tecnicos,F,Recibo por Honorarios,48,Soltero,30,77,4,0
Cid02256,Estudios Universitarios,M,Trabajador Pago Planilla,83,Soltero,30,187,4,0
Cid02257,Estudios Tecnicos,F,Trabajador Pago Planilla,34,Soltero,30,68,4,0
Cid02258,Estudios Tecnicos,F,Trabajador Pago Planilla,96,Soltero,30,57,3,0
Cid02259,Estudios Universitarios,M,Trabajador Pago Planilla,14,Soltero,30,68,4,1
Cid02260,Estudios Universitarios,F,Informal,35,Casado,30,44,4,0
Cid02261,Estudios Tecnicos,M,Trabajador Pago Planilla,73,Soltero,30,12,5 o +,0
Cid02262,Estudios Tecnicos,F,Recibo por Honorarios,16,Soltero,30,0,5 o +,0
Cid02263,Estudios Universitarios,M,Emprendedor,14,Casado,30,24,4,0
Cid02264,Estudios Escolares,M,Recibo por Honorarios,98,Union Libre,30,0,5 o +,0
Cid02265,Estudios Universitarios,F,Recibo por Honorarios,47,Casado,30,27,4,0
Cid02266,Estudios Tecnicos,F,Trabajador Pago Planilla,7,Union Libre,30,0,5 o +,0
Cid02267,Estudios Universitarios,M,Trabajador Pago Planilla,24,Casado,30,40,1,0
Cid02268,Estudios Universitarios,M,Trabajador Pago Planilla,8,Union Libre,30,0,5 o +,1
Cid02269,Estudios Universitarios,F,Trabajador Pago Planilla,8,Soltero,30,0,5 o +,0
Cid02270,Estudios Escolares,M,Trabajador Pago Planilla,10,Union Libre,30,6,4,0
Cid02271,Estudios Tecnicos,F,Emprendedor,35,Casado,30,0,5 o +,0
Cid02272,Estudios Universitarios,F,Emprendedor,82,Soltero,30,0,5 o +,0
Cid02273,Estudios Universitarios,M,Trabajador Pago Planilla,7,Soltero,30,0,5 o +,0
Cid02274,Estudios Tecnicos,F,Trabajador Pago Planilla,24,Casado,30,0,5 o +,0
Cid02275,Estudios Universitarios,M,Trabajador Pago Planilla,18,Casado,30,0,5 o +,0
Cid02276,Estudios Universitarios,F,Trabajador Pago Planilla,46,Soltero,30,3,5 o +,0
Cid02277,Estudios Universitarios,F,Recibo por Honorarios,86,Casado,30,0,4,0
Cid02278,Estudios Universitarios,M,Trabajador Pago Planilla,21,Casado,30,1,3,0
Cid02279,Estudios Universitarios,F,Recibo por Honorarios,64,Soltero,30,3,2,0
Cid02280,Estudios Universitarios,F,Trabajador Pago Planilla,26,Casado,30,24,2,0
Cid02281,Estudios Universitarios,M,Trabajador Pago Planilla,32,Soltero,30,106,5 o +,1
Cid02282,Estudios Universitarios,M,Trabajador Pago Planilla,11,Soltero,30,28,5 o +,0
Cid02283,Estudios Universitarios,F,Recibo por Honorarios,57,Divorciado,30,92,3,0
Cid02284,Estudios Universitarios,M,Trabajador Pago Planilla,15,Soltero,30,0,5 o +,0
Cid02285,Estudios Universitarios,M,Recibo por Honorarios,87,Soltero,30,51,1,0
Cid02286,Estudios Universitarios,M,Trabajador Pago Planilla,33,Soltero,30,12,3,0
Cid02287,Estudios Tecnicos,M,Trabajador Pago Planilla,15,Casado,30,6,3,0
Cid02288,Estudios Universitarios,F,Trabajador Pago Planilla,69,Soltero,30,9,4,0
Cid02289,Estudios Tecnicos,M,Trabajador Pago Planilla,21,Casado,30,0,3,0
Cid02290,Estudios Universitarios,F,Emprendedor,45,Soltero,30,0,4,0
Cid02291,Estudios Tecnicos,M,Trabajador Pago Planilla,61,Soltero,30,0,1,1
Cid02292,Estudios Universitarios,F,Informal,68,Soltero,30,10,4,0
Cid02293,Estudios Universitarios,F,Trabajador Pago Planilla,31,Soltero,30,22,1,0
Cid02294,Estudios Universitarios,F,Trabajador Pago Planilla,31,Casado,30,27,1,0
Cid02295,Estudios Universitarios,M,Trabajador Pago Planilla,10,Soltero,30,95,4,0
Cid02296,Estudios Universitarios,M,Emprendedor,60,Soltero,30,100,5 o +,0
Cid02297,Estudios Tecnicos,F,Trabajador Pago Planilla,24,Soltero,30,68,4,0
Cid02298,Estudios Tecnicos,M,Trabajador Pago Planilla,35,Soltero,30,63,5 o +,0
Cid02299,Estudios Universitarios,F,Trabajador Pago Planilla,48,Divorciado,30,100,5 o +,0
Cid02300,Estudios Universitarios,F,Trabajador Pago Planilla,29,Soltero,30,78,4,0
Cid02301,Estudios Escolares,F,Trabajador Pago Planilla,47,Union Libre,30,49,5 o +,0
Cid02302,Estudios Tecnicos,M,Recibo por Honorarios,37,Soltero,30,11,5 o +,0
Cid02303,Estudios Universitarios,F,Trabajador Pago Planilla,68,Soltero,30,79,2,0
Cid02304,Estudios Universitarios,M,Trabajador Pago Planilla,28,Soltero,30,0,5 o +,0
Cid02305,Estudios Escolares,F,Trabajador Pago Planilla,27,Soltero,30,0,5 o +,0
Cid02306,Estudios Universitarios,M,Trabajador Pago Planilla,55,Casado,30,30,2,0
Cid02307,Estudios Tecnicos,F,Informal,23,Casado,30,0,5 o +,0
Cid02308,Estudios Tecnicos,M,Trabajador Pago Planilla,103,Union Libre,30,0,5 o +,0
Cid02309,Estudios Universitarios,M,Trabajador Pago Planilla,45,Soltero,30,18,1,1
Cid02310,Estudios Universitarios,F,Trabajador Pago Planilla,91,Soltero,30,15,3,1
Cid02311,Estudios Tecnicos,M,Trabajador Pago Planilla,8,Union Libre,30,0,3,0
Cid02312,Estudios Tecnicos,F,Trabajador Pago Planilla,44,Casado,30,0,5 o +,0
Cid02313,Estudios Posgrado,M,Trabajador Pago Planilla,71,Soltero,30,4,5 o +,0
Cid02314,Estudios Tecnicos,F,Trabajador Pago Planilla,13,Soltero,30,9,1,0
Cid02315,Estudios Universitarios,F,Trabajador Pago Planilla,45,Soltero,30,13,1,0
Cid02316,Estudios Universitarios,M,Trabajador Pago Planilla,93,Casado,30,7,3,0
Cid02317,Estudios Posgrado,M,Trabajador Pago Planilla,60,Soltero,30,21,3,0
Cid02318,Estudios Universitarios,F,Trabajador Pago Planilla,88,Soltero,30,7,2,0
